Period,Period Label,Economy,Economy Label,CommercialMarket,CommercialMarket Label,Median time in port (days),Median time in port (days) Footnote,Median time in port (days) Missing value,Average age of vessels (years),Average age of vessels (years) Footnote,Average age of vessels (years) Missing value,Average size (GT) of vessels,Average size (GT) of vessels Footnote,Average size (GT) of vessels Missing value,Average cargo carrying capacity (dwt) per vessel,Average cargo carrying capacity (dwt) per vessel Footnote,Average cargo carrying capacity (dwt) per vessel Missing value,Average container carrying capacity (TEU) per container ship,Average container carrying capacity (TEU) per container ship Footnote,Average container carrying capacity (TEU) per container ship Missing value,Maximum size (GT) of vessels,Maximum size (GT) of vessels Footnote,Maximum size (GT) of vessels Missing value,Maximum cargo carrying capacity (dwt) of vessels,Maximum cargo carrying capacity (dwt) of vessels Footnote,Maximum cargo carrying capacity (dwt) of vessels Missing value,Maximum container carrying capacity (TEU) of container ships,Maximum container carrying capacity (TEU) of container ships Footnote,Maximum container carrying capacity (TEU) of container ships Missing value
2022S02,"S2   2022",842,"United States of America",05,"Dry bulk carriers",2.2372,,,19,,,29296,,,52571,,,,,"Not available or not separately reported",109716,,,208530,,,,,"Not available or not separately reported"
2022S02,"S2   2022",842,"United States of America",04,"Dry breakbulk carriers",1.9736,,,18,,,12325,,,16371,,,,,"Not available or not separately reported",91784,,,116173,,,,,"Not available or not separately reported"
2022S02,"S2   2022",842,"United States of America",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",14,,,59899,,,21853,,,,,"Not available or not separately reported",100430,,,55828,,,,,"Not available or not separately reported"
2022S02,"S2   2022",842,"United States of America",03,"Container ships",1.3625,,,15,,,61734,,,,,"Not available or not separately reported",5506,,,194308,,,,,"Not available or not separately reported",19224,,
2022S02,"S2   2022",842,"United States of America",01,"Passenger ships",,,"Not available or not separately reported",30,,,9886,,,,,"Not available or not separately reported",,,"Not available or not separately reported",235600,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2023S01,"S1   2023",0000,"World",00,"All ships",0.9993,,,18,,,14427,,,25624,,,3534,,,237000,,,404389,,,24116,,
2023S01,"S1   2023",0000,"World",02,"Liquid bulk carriers",0.991,,,15,,,16117,,,28408,,,,,"Not available or not separately reported",170618,,,323514,,,,,"Not available or not separately reported"
2023S01,"S1   2023",0000,"World",07,"Liquefied petroleum gas carriers",1.0354,,,16,,,10939,,,12240,,,,,"Not available or not separately reported",60784,,,64220,,,,,"Not available or not separately reported"
2023S01,"S1   2023",0000,"World",08,"Liquefied natural gas carriers",1.1139,,,12,,,93534,,,73247,,,,,"Not available or not separately reported",168189,,,155159,,,,,"Not available or not separately reported"
2023S01,"S1   2023",0000,"World",05,"Dry bulk carriers",2.2021,,,15,,,32935,,,58976,,,,,"Not available or not separately reported",204014,,,404389,,,,,"Not available or not separately reported"
2023S01,"S1   2023",0000,"World",04,"Dry breakbulk carriers",1.0833,,,21,,,5579,,,7757,,,,,"Not available or not separately reported",149944,,,175897,,,,,"Not available or not separately reported"
2023S01,"S1   2023",0000,"World",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",17,,,26276,,,10467,,,,,"Not available or not separately reported",100430,,,55828,,,,,"Not available or not separately reported"
2023S01,"S1   2023",0000,"World",03,"Container ships",0.7028,,,15,,,38049,,,,,"Not available or not separately reported",3534,,,237000,,,,,"Not available or not separately reported",24116,,
2023S01,"S1   2023",0000,"World",01,"Passenger ships",,,"Not available or not separately reported",20,,,8278,,,,,"Not available or not separately reported",,,"Not available or not separately reported",235600,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2023S01,"S1   2023",036,"Australia",00,"All ships",1.5333,,,18,,,33793,,,82767,,,4413,,,168666,,,297902,,,9572,,
2023S01,"S1   2023",036,"Australia",02,"Liquid bulk carriers",1.2944,,,9,,,24412,,,41398,,,,,"Not available or not separately reported",84624,,,160036,,,,,"Not available or not separately reported"
2023S01,"S1   2023",036,"Australia",07,"Liquefied petroleum gas carriers",0.8358,,,8,,,13462,,,14415,,,,,"Not available or not separately reported",53471,,,58811,,,,,"Not available or not separately reported"
2023S01,"S1   2023",036,"Australia",08,"Liquefied natural gas carriers",1.2028,,,11,,,111839,,,85727,,,,,"Not available or not separately reported",149367,,,97955,,,,,"Not available or not separately reported"
2023S01,"S1   2023",036,"Australia",05,"Dry bulk carriers",1.6861,,,11,,,59934,,,112111,,,,,"Not available or not separately reported",152311,,,297902,,,,,"Not available or not separately reported"
2023S01,"S1   2023",036,"Australia",04,"Dry breakbulk carriers",2.0083,,,13,,,18043,,,27525,,,,,"Not available or not separately reported",57541,,,80500,,,,,"Not available or not separately reported"
2023S01,"S1   2023",036,"Australia",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",11,,,40548,,,15091,,,,,"Not available or not separately reported",76420,,,43878,,,,,"Not available or not separately reported"
2023S01,"S1   2023",036,"Australia",03,"Container ships",1.3785,,,15,,,48145,,,,,"Not available or not separately reported",4413,,,109712,,,,,"Not available or not separately reported",9572,,
2023S01,"S1   2023",036,"Australia",01,"Passenger ships",,,"Not available or not separately reported",27,,,8212,,,,,"Not available or not separately reported",,,"Not available or not separately reported",168666,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2023S01,"S1   2023",124,"Canada",00,"All ships",0.7299,,,26,,,11084,,,34288,,,5375,,,225282,,,318918,,,16000,,
2023S01,"S1   2023",124,"Canada",02,"Liquid bulk carriers",1.1063,,,13,,,24830,,,41553,,,,,"Not available or not separately reported",161593,,,318918,,,,,"Not available or not separately reported"
2023S01,"S1   2023",124,"Canada",07,"Liquefied petroleum gas carriers",1.425,,,10,,,47635,,,54540,,,,,"Not available or not separately reported",49231,,,58899,,,,,"Not available or not separately reported"
2023S01,"S1   2023",124,"Canada",05,"Dry bulk carriers",0.5896,,,21,,,29290,,,50622,,,,,"Not available or not separately reported",109872,,,210963,,,,,"Not available or not separately reported"
2023S01,"S1   2023",124,"Canada",04,"Dry breakbulk carriers",0.1243,,,8,,,9221,,,10661,,,,,"Not available or not separately reported",49091,,,63581,,,,,"Not available or not separately reported"
2023S01,"S1   2023",124,"Canada",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",16,,,14188,,,6753,,,,,"Not available or not separately reported",100430,,,55828,,,,,"Not available or not separately reported"
2023S01,"S1   2023",124,"Canada",03,"Container ships",1.4875,,,16,,,59039,,,,,"Not available or not separately reported",5375,,,176546,,,,,"Not available or not separately reported",16000,,
2023S01,"S1   2023",124,"Canada",01,"Passenger ships",,,"Not available or not separately reported",28,,,7093,,,,,"Not available or not separately reported",,,"Not available or not separately reported",225282,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2023S01,"S1   2023",156,"China",00,"All ships",1.0528,,,14,,,33157,,,45972,,,4477,,,237000,,,404389,,,24116,,
2023S01,"S1   2023",156,"China",02,"Liquid bulk carriers",1.1104,,,13,,,20178,,,35185,,,,,"Not available or not separately reported",170618,,,323514,,,,,"Not available or not separately reported"
2023S01,"S1   2023",156,"China",07,"Liquefied petroleum gas carriers",1.0187,,,14,,,9767,,,10580,,,,,"Not available or not separately reported",60784,,,64220,,,,,"Not available or not separately reported"
2023S01,"S1   2023",156,"China",08,"Liquefied natural gas carriers",1.1736,,,10,,,95534,,,75894,,,,,"Not available or not separately reported",168189,,,155159,,,,,"Not available or not separately reported"
2023S01,"S1   2023",156,"China",05,"Dry bulk carriers",2.0111,,,15,,,43013,,,78587,,,,,"Not available or not separately reported",204014,,,404389,,,,,"Not available or not separately reported"
2023S01,"S1   2023",156,"China",04,"Dry breakbulk carriers",1.3035,,,17,,,11067,,,15545,,,,,"Not available or not separately reported",149944,,,175897,,,,,"Not available or not separately reported"
2023S01,"S1   2023",156,"China",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",14,,,27170,,,9663,,,,,"Not available or not separately reported",76420,,,46634,,,,,"Not available or not separately reported"
2023S01,"S1   2023",156,"China",03,"Container ships",0.5986,,,13,,,47767,,,,,"Not available or not separately reported",4477,,,237000,,,,,"Not available or not separately reported",24116,,
2023S01,"S1   2023",156,"China",01,"Passenger ships",,,"Not available or not separately reported",13,,,19196,,,,,"Not available or not separately reported",,,"Not available or not separately reported",77499,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2023S01,"S1   2023",191,"Croatia",00,"All ships",1.2771,,,18,,,3856,,,24141,,,4274,,,157844,,,306506,,,15500,,
2023S01,"S1   2023",191,"Croatia",02,"Liquid bulk carriers",1.0118,,,16,,,19434,,,33467,,,,,"Not available or not separately reported",157844,,,306506,,,,,"Not available or not separately reported"
2023S01,"S1   2023",191,"Croatia",08,"Liquefied natural gas carriers",1.816,,,7,,,111269,,,92013,,,,,"Not available or not separately reported",117162,,,95788,,,,,"Not available or not separately reported"
2023S01,"S1   2023",191,"Croatia",05,"Dry bulk carriers",2.1021,,,22,,,19481,,,33731,,,,,"Not available or not separately reported",94090,,,182820,,,,,"Not available or not separately reported"
2023S01,"S1   2023",191,"Croatia",04,"Dry breakbulk carriers",2.6611,,,22,,,5750,,,7693,,,,,"Not available or not separately reported",149944,,,175897,,,,,"Not available or not separately reported"
2023S01,"S1   2023",191,"Croatia",03,"Container ships",0.6424,,,17,,,47054,,,,,"Not available or not separately reported",4274,,,153774,,,,,"Not available or not separately reported",15500,,
2023S01,"S1   2023",191,"Croatia",01,"Passenger ships",,,"Not available or not separately reported",18,,,3391,,,,,"Not available or not separately reported",,,"Not available or not separately reported",145655,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2023S01,"S1   2023",208,"Denmark",00,"All ships",0.7701,,,22,,,9862,,,7824,,,2016,,,214286,,,180086,,,19630,,
2023S01,"S1   2023",208,"Denmark",02,"Liquid bulk carriers",0.6858,,,19,,,7940,,,12688,,,,,"Not available or not separately reported",84735,,,164787,,,,,"Not available or not separately reported"
2023S01,"S1   2023",208,"Denmark",07,"Liquefied petroleum gas carriers",1.2458,,,12,,,3520,,,3732,,,,,"Not available or not separately reported",8009,,,8643,,,,,"Not available or not separately reported"
2023S01,"S1   2023",208,"Denmark",05,"Dry bulk carriers",0.8184,,,12,,,10726,,,17641,,,,,"Not available or not separately reported",94863,,,180086,,,,,"Not available or not separately reported"
2023S01,"S1   2023",208,"Denmark",04,"Dry breakbulk carriers",0.8521,,,24,,,3260,,,4499,,,,,"Not available or not separately reported",49091,,,63581,,,,,"Not available or not separately reported"
2023S01,"S1   2023",208,"Denmark",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",19,,,23288,,,12571,,,,,"Not available or not separately reported",72708,,,48988,,,,,"Not available or not separately reported"
2023S01,"S1   2023",208,"Denmark",03,"Container ships",0.5764,,,17,,,22232,,,,,"Not available or not separately reported",2016,,,214286,,,,,"Not available or not separately reported",19630,,
2023S01,"S1   2023",208,"Denmark",01,"Passenger ships",,,"Not available or not separately reported",22,,,10227,,,,,"Not available or not separately reported",,,"Not available or not separately reported",183200,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2023S01,"S1   2023",251,"France",00,"All ships",1.1625,,,19,,,22769,,,19058,,,5630,,,236583,,,319398,,,23964,,
2023S01,"S1   2023",251,"France",02,"Liquid bulk carriers",1.0719,,,14,,,14274,,,24688,,,,,"Not available or not separately reported",166094,,,319398,,,,,"Not available or not separately reported"
2023S01,"S1   2023",251,"France",07,"Liquefied petroleum gas carriers",1.3205,,,13,,,9086,,,10151,,,,,"Not available or not separately reported",53573,,,58243,,,,,"Not available or not separately reported"
2023S01,"S1   2023",251,"France",08,"Liquefied natural gas carriers",1.1201,,,9,,,106812,,,83407,,,,,"Not available or not separately reported",163922,,,130442,,,,,"Not available or not separately reported"
2023S01,"S1   2023",251,"France",05,"Dry bulk carriers",3.2479,,,15,,,24034,,,41777,,,,,"Not available or not separately reported",106251,,,207867,,,,,"Not available or not separately reported"
2023S01,"S1   2023",251,"France",04,"Dry breakbulk carriers",1.5108,,,20,,,4445,,,6415,,,,,"Not available or not separately reported",49091,,,72400,,,,,"Not available or not separately reported"
2023S01,"S1   2023",251,"France",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",19,,,27129,,,11352,,,,,"Not available or not separately reported",76420,,,45200,,,,,"Not available or not separately reported"
2023S01,"S1   2023",251,"France",03,"Container ships",0.8868,,,14,,,61255,,,,,"Not available or not separately reported",5630,,,236583,,,,,"Not available or not separately reported",23964,,
2023S01,"S1   2023",251,"France",01,"Passenger ships",,,"Not available or not separately reported",20,,,23369,,,,,"Not available or not separately reported",,,"Not available or not separately reported",228081,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2023S01,"S1   2023",276,"Germany",00,"All ships",0.6438,,,22,,,13256,,,9967,,,5098,,,237000,,,320926,,,24004,,
2023S01,"S1   2023",276,"Germany",02,"Liquid bulk carriers",0.425,,,20,,,4814,,,8848,,,,,"Not available or not separately reported",166308,,,320926,,,,,"Not available or not separately reported"
2023S01,"S1   2023",276,"Germany",07,"Liquefied petroleum gas carriers",0.8465,,,16,,,4954,,,5561,,,,,"Not available or not separately reported",47789,,,54650,,,,,"Not available or not separately reported"
2023S01,"S1   2023",276,"Germany",08,"Liquefied natural gas carriers",0.9986,,,12,,,28347,,,24544,,,,,"Not available or not separately reported",135977,,,98936,,,,,"Not available or not separately reported"
2023S01,"S1   2023",276,"Germany",05,"Dry bulk carriers",2.5906,,,13,,,29753,,,51643,,,,,"Not available or not separately reported",109731,,,209338,,,,,"Not available or not separately reported"
2023S01,"S1   2023",276,"Germany",04,"Dry breakbulk carriers",0.6153,,,28,,,3684,,,5217,,,,,"Not available or not separately reported",54730,,,72400,,,,,"Not available or not separately reported"
2023S01,"S1   2023",276,"Germany",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",17,,,32538,,,13303,,,,,"Not available or not separately reported",100430,,,55828,,,,,"Not available or not separately reported"
2023S01,"S1   2023",276,"Germany",03,"Container ships",0.9979,,,15,,,55126,,,,,"Not available or not separately reported",5098,,,237000,,,,,"Not available or not separately reported",24004,,
2023S01,"S1   2023",276,"Germany",01,"Passenger ships",,,"Not available or not separately reported",22,,,12126,,,,,"Not available or not separately reported",,,"Not available or not separately reported",184089,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2023S01,"S1   2023",300,"Greece",00,"All ships",0.8451,,,24,,,8420,,,7607,,,4483,,,237000,,,319359,,,24000,,
2023S01,"S1   2023",300,"Greece",02,"Liquid bulk carriers",0.625,,,23,,,5323,,,8382,,,,,"Not available or not separately reported",161692,,,319359,,,,,"Not available or not separately reported"
2023S01,"S1   2023",300,"Greece",07,"Liquefied petroleum gas carriers",0.9785,,,26,,,5083,,,6131,,,,,"Not available or not separately reported",22978,,,26798,,,,,"Not available or not separately reported"
2023S01,"S1   2023",300,"Greece",08,"Liquefied natural gas carriers",1.1267,,,11,,,103339,,,83072,,,,,"Not available or not separately reported",144828,,,98954,,,,,"Not available or not separately reported"
2023S01,"S1   2023",300,"Greece",05,"Dry bulk carriers",0.7639,,,27,,,7124,,,11985,,,,,"Not available or not separately reported",93302,,,182511,,,,,"Not available or not separately reported"
2023S01,"S1   2023",300,"Greece",04,"Dry breakbulk carriers",1.0955,,,35,,,2933,,,4120,,,,,"Not available or not separately reported",40350,,,62053,,,,,"Not available or not separately reported"
2023S01,"S1   2023",300,"Greece",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",35,,,16047,,,6519,,,,,"Not available or not separately reported",76420,,,48988,,,,,"Not available or not separately reported"
2023S01,"S1   2023",300,"Greece",03,"Container ships",1.0941,,,17,,,47853,,,,,"Not available or not separately reported",4483,,,237000,,,,,"Not available or not separately reported",24000,,
2023S01,"S1   2023",300,"Greece",01,"Passenger ships",,,"Not available or not separately reported",23,,,7712,,,,,"Not available or not separately reported",,,"Not available or not separately reported",186364,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2023S01,"S1   2023",360,"Indonesia",00,"All ships",1.2576,,,20,,,7797,,,17052,,,1283,,,176435,,,210944,,,16000,,
2023S01,"S1   2023",360,"Indonesia",02,"Liquid bulk carriers",1.3104,,,16,,,8646,,,13557,,,,,"Not available or not separately reported",85206,,,163759,,,,,"Not available or not separately reported"
2023S01,"S1   2023",360,"Indonesia",07,"Liquefied petroleum gas carriers",1.0802,,,21,,,8110,,,8845,,,,,"Not available or not separately reported",52666,,,58886,,,,,"Not available or not separately reported"
2023S01,"S1   2023",360,"Indonesia",08,"Liquefied natural gas carriers",1.4167,,,18,,,94559,,,72452,,,,,"Not available or not separately reported",136739,,,96811,,,,,"Not available or not separately reported"
2023S01,"S1   2023",360,"Indonesia",05,"Dry bulk carriers",2.8653,,,18,,,26055,,,46024,,,,,"Not available or not separately reported",108868,,,210944,,,,,"Not available or not separately reported"
2023S01,"S1   2023",360,"Indonesia",04,"Dry breakbulk carriers",1.1844,,,21,,,5133,,,6885,,,,,"Not available or not separately reported",57934,,,72562,,,,,"Not available or not separately reported"
2023S01,"S1   2023",360,"Indonesia",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",27,,,11030,,,5143,,,,,"Not available or not separately reported",75528,,,28084,,,,,"Not available or not separately reported"
2023S01,"S1   2023",360,"Indonesia",03,"Container ships",0.9743,,,16,,,14272,,,,,"Not available or not separately reported",1283,,,176435,,,,,"Not available or not separately reported",16000,,
2023S01,"S1   2023",360,"Indonesia",01,"Passenger ships",,,"Not available or not separately reported",21,,,5021,,,,,"Not available or not separately reported",,,"Not available or not separately reported",108977,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2023S01,"S1   2023",380,"Italy",00,"All ships",1.3111,,,28,,,10515,,,20907,,,3955,,,236184,,,210000,,,24000,,
2023S01,"S1   2023",380,"Italy",02,"Liquid bulk carriers",1.2983,,,18,,,18789,,,32091,,,,,"Not available or not separately reported",86855,,,167282,,,,,"Not available or not separately reported"
2023S01,"S1   2023",380,"Italy",07,"Liquefied petroleum gas carriers",1.4618,,,16,,,8951,,,10131,,,,,"Not available or not separately reported",48963,,,54656,,,,,"Not available or not separately reported"
2023S01,"S1   2023",380,"Italy",08,"Liquefied natural gas carriers",2.1069,,,17,,,51718,,,38382,,,,,"Not available or not separately reported",117564,,,93080,,,,,"Not available or not separately reported"
2023S01,"S1   2023",380,"Italy",05,"Dry bulk carriers",3.9406,,,14,,,25986,,,44768,,,,,"Not available or not separately reported",109534,,,210000,,,,,"Not available or not separately reported"
2023S01,"S1   2023",380,"Italy",04,"Dry breakbulk carriers",1.9743,,,20,,,6541,,,9116,,,,,"Not available or not separately reported",149944,,,175897,,,,,"Not available or not separately reported"
2023S01,"S1   2023",380,"Italy",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",13,,,36845,,,13684,,,,,"Not available or not separately reported",89797,,,47528,,,,,"Not available or not separately reported"
2023S01,"S1   2023",380,"Italy",03,"Container ships",0.9326,,,18,,,43377,,,,,"Not available or not separately reported",3955,,,236184,,,,,"Not available or not separately reported",24000,,
2023S01,"S1   2023",380,"Italy",01,"Passenger ships",,,"Not available or not separately reported",30,,,7450,,,,,"Not available or not separately reported",,,"Not available or not separately reported",228081,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2023S01,"S1   2023",392,"Japan",00,"All ships",0.4097,,,14,,,10356,,,15079,,,1580,,,235311,,,327017,,,15413,,
2023S01,"S1   2023",392,"Japan",02,"Liquid bulk carriers",0.3153,,,12,,,8398,,,14241,,,,,"Not available or not separately reported",169919,,,320122,,,,,"Not available or not separately reported"
2023S01,"S1   2023",392,"Japan",07,"Liquefied petroleum gas carriers",0.3771,,,13,,,7130,,,7793,,,,,"Not available or not separately reported",54000,,,62500,,,,,"Not available or not separately reported"
2023S01,"S1   2023",392,"Japan",08,"Liquefied natural gas carriers",1.009,,,15,,,63075,,,46177,,,,,"Not available or not separately reported",149367,,,121957,,,,,"Not available or not separately reported"
2023S01,"S1   2023",392,"Japan",05,"Dry bulk carriers",0.9229,,,14,,,17285,,,29892,,,,,"Not available or not separately reported",161294,,,327017,,,,,"Not available or not separately reported"
2023S01,"S1   2023",392,"Japan",04,"Dry breakbulk carriers",1.1826,,,15,,,6892,,,9175,,,,,"Not available or not separately reported",66870,,,80236,,,,,"Not available or not separately reported"
2023S01,"S1   2023",392,"Japan",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",12,,,16714,,,7294,,,,,"Not available or not separately reported",76420,,,43878,,,,,"Not available or not separately reported"
2023S01,"S1   2023",392,"Japan",03,"Container ships",0.3465,,,13,,,16313,,,,,"Not available or not separately reported",1580,,,235311,,,,,"Not available or not separately reported",15413,,
2023S01,"S1   2023",392,"Japan",01,"Passenger ships",,,"Not available or not separately reported",16,,,5131,,,,,"Not available or not separately reported",,,"Not available or not separately reported",171598,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2023S01,"S1   2023",410,"Korea, Republic of",00,"All ships",0.8403,,,15,,,19386,,,21057,,,2942,,,236583,,,326932,,,24000,,
2023S01,"S1   2023",410,"Korea, Republic of",02,"Liquid bulk carriers",0.7403,,,14,,,13736,,,23684,,,,,"Not available or not separately reported",167578,,,323514,,,,,"Not available or not separately reported"
2023S01,"S1   2023",410,"Korea, Republic of",07,"Liquefied petroleum gas carriers",0.8278,,,14,,,8479,,,9265,,,,,"Not available or not separately reported",55833,,,62500,,,,,"Not available or not separately reported"
2023S01,"S1   2023",410,"Korea, Republic of",08,"Liquefied natural gas carriers",1.0347,,,13,,,109467,,,86556,,,,,"Not available or not separately reported",168189,,,155159,,,,,"Not available or not separately reported"
2023S01,"S1   2023",410,"Korea, Republic of",05,"Dry bulk carriers",2.7368,,,14,,,32420,,,58245,,,,,"Not available or not separately reported",161294,,,326932,,,,,"Not available or not separately reported"
2023S01,"S1   2023",410,"Korea, Republic of",04,"Dry breakbulk carriers",1.1264,,,20,,,5544,,,8045,,,,,"Not available or not separately reported",149944,,,175897,,,,,"Not available or not separately reported"
2023S01,"S1   2023",410,"Korea, Republic of",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",21,,,28295,,,11601,,,,,"Not available or not separately reported",89797,,,47528,,,,,"Not available or not separately reported"
2023S01,"S1   2023",410,"Korea, Republic of",03,"Container ships",0.6375,,,14,,,31518,,,,,"Not available or not separately reported",2942,,,236583,,,,,"Not available or not separately reported",24000,,
2023S01,"S1   2023",410,"Korea, Republic of",01,"Passenger ships",,,"Not available or not separately reported",11,,,16809,,,,,"Not available or not separately reported",,,"Not available or not separately reported",171598,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2023S01,"S1   2023",528,"Netherlands (Kingdom of the)",00,"All ships",0.5347,,,19,,,12474,,,15205,,,3066,,,237000,,,324954,,,24116,,
2023S01,"S1   2023",528,"Netherlands (Kingdom of the)",02,"Liquid bulk carriers",0.5451,,,17,,,9104,,,17955,,,,,"Not available or not separately reported",170611,,,321300,,,,,"Not available or not separately reported"
2023S01,"S1   2023",528,"Netherlands (Kingdom of the)",07,"Liquefied petroleum gas carriers",0.992,,,16,,,6825,,,7547,,,,,"Not available or not separately reported",52506,,,59504,,,,,"Not available or not separately reported"
2023S01,"S1   2023",528,"Netherlands (Kingdom of the)",08,"Liquefied natural gas carriers",1.0528,,,7,,,81509,,,63617,,,,,"Not available or not separately reported",163922,,,130211,,,,,"Not available or not separately reported"
2023S01,"S1   2023",528,"Netherlands (Kingdom of the)",05,"Dry bulk carriers",0.8625,,,13,,,37283,,,66892,,,,,"Not available or not separately reported",173756,,,324954,,,,,"Not available or not separately reported"
2023S01,"S1   2023",528,"Netherlands (Kingdom of the)",04,"Dry breakbulk carriers",0.3653,,,25,,,3740,,,5520,,,,,"Not available or not separately reported",91784,,,116173,,,,,"Not available or not separately reported"
2023S01,"S1   2023",528,"Netherlands (Kingdom of the)",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",24,,,18687,,,7157,,,,,"Not available or not separately reported",76420,,,34960,,,,,"Not available or not separately reported"
2023S01,"S1   2023",528,"Netherlands (Kingdom of the)",03,"Container ships",0.7965,,,17,,,32804,,,,,"Not available or not separately reported",3066,,,237000,,,,,"Not available or not separately reported",24116,,
2023S01,"S1   2023",528,"Netherlands (Kingdom of the)",01,"Passenger ships",,,"Not available or not separately reported",17,,,14771,,,,,"Not available or not separately reported",,,"Not available or not separately reported",184089,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2023S01,"S1   2023",579,"Norway",00,"All ships",0.4208,,,14,,,3795,,,7585,,,777,,,184089,,,319319,,,1875,,
2023S01,"S1   2023",579,"Norway",02,"Liquid bulk carriers",0.6448,,,17,,,12057,,,19635,,,,,"Not available or not separately reported",164580,,,319319,,,,,"Not available or not separately reported"
2023S01,"S1   2023",579,"Norway",07,"Liquefied petroleum gas carriers",0.825,,,12,,,7324,,,7895,,,,,"Not available or not separately reported",26614,,,30212,,,,,"Not available or not separately reported"
2023S01,"S1   2023",579,"Norway",08,"Liquefied natural gas carriers",0.7306,,,16,,,23696,,,17491,,,,,"Not available or not separately reported",121597,,,92266,,,,,"Not available or not separately reported"
2023S01,"S1   2023",579,"Norway",05,"Dry bulk carriers",0.8503,,,15,,,18180,,,30264,,,,,"Not available or not separately reported",107567,,,208263,,,,,"Not available or not separately reported"
2023S01,"S1   2023",579,"Norway",04,"Dry breakbulk carriers",0.3361,,,25,,,2911,,,3470,,,,,"Not available or not separately reported",84503,,,98370,,,,,"Not available or not separately reported"
2023S01,"S1   2023",579,"Norway",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",19,,,10875,,,6597,,,,,"Not available or not separately reported",72408,,,27295,,,,,"Not available or not separately reported"
2023S01,"S1   2023",579,"Norway",03,"Container ships",0.2944,,,19,,,8451,,,,,"Not available or not separately reported",777,,,17982,,,,,"Not available or not separately reported",1875,,
2023S01,"S1   2023",579,"Norway",01,"Passenger ships",,,"Not available or not separately reported",14,,,3660,,,,,"Not available or not separately reported",,,"Not available or not separately reported",184089,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2023S01,"S1   2023",608,"Philippines",00,"All ships",0.7813,,,18,,,6974,,,10273,,,1729,,,151094,,,297461,,,6570,,
2023S01,"S1   2023",608,"Philippines",02,"Liquid bulk carriers",0.8455,,,13,,,6575,,,10466,,,,,"Not available or not separately reported",65696,,,115024,,,,,"Not available or not separately reported"
2023S01,"S1   2023",608,"Philippines",07,"Liquefied petroleum gas carriers",0.6986,,,17,,,7506,,,8527,,,,,"Not available or not separately reported",50226,,,58591,,,,,"Not available or not separately reported"
2023S01,"S1   2023",608,"Philippines",05,"Dry bulk carriers",4.5306,,,15,,,27437,,,48310,,,,,"Not available or not separately reported",151094,,,297461,,,,,"Not available or not separately reported"
2023S01,"S1   2023",608,"Philippines",04,"Dry breakbulk carriers",0.6292,,,17,,,3433,,,4586,,,,,"Not available or not separately reported",66870,,,71691,,,,,"Not available or not separately reported"
2023S01,"S1   2023",608,"Philippines",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",27,,,21251,,,8996,,,,,"Not available or not separately reported",76299,,,32956,,,,,"Not available or not separately reported"
2023S01,"S1   2023",608,"Philippines",03,"Container ships",0.8132,,,17,,,18532,,,,,"Not available or not separately reported",1729,,,72884,,,,,"Not available or not separately reported",6570,,
2023S01,"S1   2023",608,"Philippines",01,"Passenger ships",,,"Not available or not separately reported",20,,,3759,,,,,"Not available or not separately reported",,,"Not available or not separately reported",92627,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2023S01,"S1   2023",643,"Russian Federation",00,"All ships",1.6146,,,25,,,12709,,,20133,,,1262,,,128975,,,185897,,,4800,,
2023S01,"S1   2023",643,"Russian Federation",02,"Liquid bulk carriers",1.2184,,,23,,,17459,,,30325,,,,,"Not available or not separately reported",87146,,,166467,,,,,"Not available or not separately reported"
